FRIDAY,7,2,Can Ozturan,CMPE,230
FRIDAY,1,2,Cem Say,CMPE,300
MONDAY,3,2,Fatih Alagoz,CMPE,493
THURSDAY,7,1,Kursat Bakis,CMPE,180
